numberofinjections,activityonline,state,activityclass,industry,size,vulnerabilityscore,potentialdamage
42.90765399,10.02800515,VIC,lowrisk,financials,smallsize,0.810121938,28303.67082
1,9.2240558,NSW,highrisk,energy,largesize,0.810209078,54306.0278
32.9713045,8.501383934,NSW,lowrisk,energy,medsize,0.810296198,32642.54341
26.17277685,8.091056903,TAS,medrisk,financials,smallsize,0.810383298,40828.58388
1,7.50314706,NT,highrisk,IT,largesize,0.810470378,62355.74931
50.69693023,6.804699657,TAS,medrisk,energy,smallsize,0.810557438,37319.97147
37.53545334,11.76505784,SA,medrisk,energy,smallsize,0.810644478,30164.93493
1,7.085384146,TAS,highrisk,IT,medsize,0.810731498,35253.75617
46.50999246,7.644067959,VIC,medrisk,financials,largesize,0.810818498,76984.92875
1,9.800982571,NSW,highrisk,consumerstaples,smallsize,0.810905478,38677.30654
34.42606365,9.449622946,VIC,medrisk,IT,medsize,0.810992438,40019.14722
41.2954994,0.848457067,VIC,medrisk,financials,medsize,0.811079378,42846.36825
58.47055117,5.995087383,NT,lowrisk,IT,medsize,0.811166298,32598.87208
44.55056181,6.064450375,NSW,lowrisk,IT,medsize,0.811253198,27464.81817
45.63006607,4.769793587,WA,highrisk,energy,largesize,0.811340078,52911.4485
1,6.94766802,NT,highrisk,energy,largesize,0.811426938,54385.69726
42.00626929,9.413962447,WA,lowrisk,financials,medsize,0.811513778,38832.74939
1,9.350744387,WA,highrisk,health,largesize,0.811600598,87768.71577
1,8.642797432,TAS,highrisk,IT,medsize,0.811687398,41892.01585
35.69057469,10.48341641,NT,lowrisk,health,medsize,0.811774178,39267.49067
37.84591505,9.108612121,QLD,medrisk,financials,medsize,0.811860938,48843.21989
27.61196311,6.325987872,TAS,medrisk,consumerstaples,largesize,0.811947678,65445.81406
37.42037402,6.726954638,VIC,medrisk,energy,medsize,0.812034398,30355.78684
31.5220609,7.923483949,NSW,lowrisk,financials,medsize,0.812121098,44580.2415
1,7.466848902,TAS,highrisk,health,medsize,0.812207778,37759.25676
38.05735813,11.27688066,TAS,lowrisk,consumerstaples,smallsize,0.812294438,35503.35507
32.72578633,12.63440645,TAS,lowrisk,energy,medsize,0.812381078,43268.70809
1,11.60807009,QLD,medrisk,financials,medsize,0.812467698,58168.18928
20.95787027,5.135216211,QLD,medrisk,health,smallsize,0.812554298,28479.05551
37.45350172,8.302843082,VIC,lowrisk,health,smallsize,0.812640878,41586.83206
54.20149762,8.614592407,SA,medrisk,energy,smallsize,0.812727438,44964.04813
43.04716549,6.078385693,NSW,medrisk,health,medsize,0.812813978,42585.26641
48.18420483,5.135953655,NT,medrisk,IT,largesize,0.812900498,74312.8511
1,7.378932499,NT,highrisk,IT,largesize,0.812986998,73343.22253
1,8.205456779,SA,highrisk,consumerstaples,smallsize,0.813073478,21663.03261
45.48894022,6.545948624,SA,medrisk,health,smallsize,0.813159938,24004.3479
44.57921266,7.663929492,VIC,medrisk,financials,medsize,0.813246378,54605.48984
1,10.31492915,SA,highrisk,IT,smallsize,0.813332798,49487.431
38.78732104,8.572714607,TAS,lowrisk,financials,smallsize,0.813419198,55046.97111
59.04375564,6.014156302,NSW,medrisk,IT,smallsize,0.813505578,45966.42726
43.74007628,7.728824158,TAS,medrisk,consumerstaples,largesize,0.813591938,60505.47689
1,6.414685337,NT,highrisk,IT,smallsize,0.813678278,50339.86325
1,9.397132457,QLD,highrisk,IT,largesize,0.813764598,66877.31095
1,9.722148215,QLD,highrisk,energy,largesize,0.813850898,63166.70826
1,10.25145967,SA,highrisk,IT,smallsize,0.813937178,50836.82272
42.84442996,5.760217125,WA,lowrisk,energy,medsize,0.814023438,35204.51074
61.71491754,11.43671905,QLD,medrisk,financials,largesize,0.814109678,75552.19192
1,7.117217314,VIC,highrisk,health,smallsize,0.814195898,37208.42181
34.39485067,10.13199526,NT,lowrisk,consumerstaples,smallsize,0.814282098,33941.68224
1,10.06062787,WA,highrisk,energy,medsize,0.814368278,64564.2337
51.93006279,10.18644738,SA,lowrisk,energy,largesize,0.814454438,77837.14819
33.76377228,6.873525356,NT,lowrisk,energy,smallsize,0.814540578,22161.89898
45.95815452,8.395287428,WA,medrisk,IT,smallsize,0.814626698,37157.66866
40.66131676,8.343044722,NSW,lowrisk,financials,medsize,0.814712798,44091.28578
27.42530586,12.54587507,VIC,medrisk,energy,largesize,0.814798878,73630.01621
42.10949427,8.83271206,QLD,medrisk,IT,largesize,0.814884938,79569.13581
1,10.92587107,VIC,highrisk,energy,smallsize,0.814970978,44963.08442
1,5.247901152,WA,highrisk,consumerstaples,largesize,0.815056998,76377.44172
1,10.96369577,TAS,highrisk,financials,largesize,0.815142998,61295.53639
1,7.895056965,TAS,highrisk,financials,largesize,0.815228978,78517.61253
49.4498983,6.081594396,TAS,medrisk,energy,largesize,0.815314938,90193.68963
1,6.499849418,NSW,highrisk,health,medsize,0.815400878,39373.40737
38.81071352,10.21259989,NSW,medrisk,IT,medsize,0.815486798,51064.74938
44.04581275,9.526097246,QLD,lowrisk,IT,medsize,0.815572698,56285.91314
37.51875651,7.885022424,WA,medrisk,health,largesize,0.815658578,60646.12539
35.64561588,11.57537881,SA,lowrisk,consumerstaples,medsize,0.815744438,33192.6739
31.09488875,6.658180178,NSW,lowrisk,IT,medsize,0.815830278,32584.02577
44.02350187,7.829678679,NT,medrisk,energy,largesize,0.815916098,73968.67041
39.62014666,7.22895215,NSW,lowrisk,IT,largesize,0.816001898,42993.7461
35.64447788,7.483787442,NSW,lowrisk,financials,largesize,0.816087678,59387.44578
35.65208764,8.64051911,QLD,lowrisk,IT,largesize,0.816173438,85593.34489
47.91077051,8.244699409,QLD,lowrisk,health,medsize,0.816259178,25900.07009
54.39658494,9.976095611,VIC,lowrisk,consumerstaples,smallsize,0.816344898,27823.81828
39.35404484,7.18364399,QLD,medrisk,IT,medsize,0.816430598,32581.45771
28.46278709,7.519698245,TAS,medrisk,consumerstaples,medsize,0.816516278,51504.85425
1,8.853357094,NSW,highrisk,health,largesize,0.816601938,62093.25268
1,7.454333673,SA,highrisk,health,medsize,0.816687578,34738.30461
35.24103105,10.90019484,QLD,medrisk,health,largesize,0.816773198,54672.34477
1,6.48937055,NSW,highrisk,consumerstaples,smallsize,0.816858798,44690.47178
48.27597317,10.32125108,SA,lowrisk,financials,smallsize,0.816944378,43350.35809
45.80598299,10.92929519,NSW,medrisk,consumerstaples,largesize,0.817029938,60229.60372
42.84861078,9.248072976,NT,lowrisk,consumerstaples,largesize,0.817115478,39914.0874
1,8.321912306,SA,highrisk,consumerstaples,medsize,0.817200998,33380.6241
50.45419505,5.955942922,NSW,medrisk,energy,medsize,0.817286498,29181.75285
23.03256614,7.607254012,NT,lowrisk,health,smallsize,0.817371978,28656.80899
27.22688227,5.999501632,SA,lowrisk,energy,smallsize,0.817457438,41742.18833
34.72327102,4.736478465,SA,highrisk,health,largesize,0.817542878,67877.70312
48.79730461,4.416611728,NSW,lowrisk,health,smallsize,0.817628298,20333.47585
36.98163746,4.575271662,NT,medrisk,consumerstaples,smallsize,0.817713698,26266.31282
37.19289091,12.83018758,SA,lowrisk,energy,medsize,0.817799078,49045.0378
1,8.780584099,NT,highrisk,IT,smallsize,0.817884438,54818.2406
1,7.681535095,TAS,highrisk,financials,smallsize,0.817969778,44677.22464
44.49699194,8.61396582,WA,lowrisk,financials,largesize,0.818055098,63988.44725
33.79228818,5.433705717,NT,lowrisk,health,smallsize,0.818140398,11730.10635
40.07861286,8.387738309,SA,medrisk,IT,smallsize,0.818225678,31478.79047
47.41734251,10.21774417,TAS,lowrisk,consumerstaples,medsize,0.818310938,34656.40499
37.93652737,3.893759517,QLD,lowrisk,financials,smallsize,0.818396178,52179.7928
27.30029596,7.727570203,SA,highrisk,IT,largesize,0.818481398,54969.75472
40.42964524,6.664281124,VIC,medrisk,energy,largesize,0.818566598,71836.66625
62.41931842,7.947650761,WA,lowrisk,financials,smallsize,0.818651778,29648.25271
45.74962454,8.637634969,QLD,medrisk,health,medsize,0.818736938,41965.56516
40.6756835,7.418942411,SA,lowrisk,financials,smallsize,0.818822078,46395.38996
52.01220197,7.079426794,SA,medrisk,consumerstaples,medsize,0.818907198,28588.88595
44.4779371,5.990879215,WA,lowrisk,energy,largesize,0.818992298,65327.16869
34.49338172,7.189591007,QLD,medrisk,consumerstaples,medsize,0.819077378,40912.95872
20.26051746,7.986032761,QLD,lowrisk,IT,smallsize,0.819162438,40621.58657
1,7.587697898,NT,highrisk,consumerstaples,medsize,0.819247478,35091.06597
1,5.907989671,QLD,highrisk,IT,largesize,0.819332498,51347.48418
1,6.616156559,TAS,highrisk,energy,largesize,0.819417498,76575.29062
1,9.547003815,QLD,highrisk,energy,largesize,0.819502478,72639.40282
41.47002645,5.934422691,WA,lowrisk,energy,medsize,0.819587438,44056.77178
1,8.064335847,QLD,highrisk,health,largesize,0.819672378,56952.71947
48.31531334,1.984205533,SA,lowrisk,energy,largesize,0.819757298,72278.25547
1,4.951530325,NSW,highrisk,energy,medsize,0.819842198,45326.77539
46.25718741,9.104665976,VIC,lowrisk,consumerstaples,medsize,0.819927078,40481.96683
1,7.451847746,VIC,highrisk,consumerstaples,smallsize,0.820011938,53524.90997
33.75646363,6.69230297,NSW,medrisk,financials,largesize,0.820096778,72452.7923
24.96349558,5.670776523,SA,lowrisk,financials,smallsize,0.820181598,30196.05789
29.72741448,7.293903873,NT,medrisk,health,medsize,0.820266398,40339.00415
47.79631497,4.956056886,NSW,lowrisk,energy,smallsize,0.820351178,44114.73311
1,9.416600058,QLD,highrisk,IT,medsize,0.820435938,32551.80394
33.96329465,10.38754243,WA,lowrisk,consumerstaples,smallsize,0.820520678,33307.23625
49.95198922,7.774900253,WA,lowrisk,consumerstaples,medsize,0.820605398,21887.72905
34.21014543,7.423305803,SA,lowrisk,financials,medsize,0.820690098,36642.27844
39.10491381,8.748875475,NT,lowrisk,consumerstaples,medsize,0.820774778,38319.86239
32.31943721,13.01882309,QLD,medrisk,IT,smallsize,0.820859438,34552.25943
43.50554247,4.542606189,SA,lowrisk,energy,smallsize,0.820944078,47742.54124
1,8.257852288,TAS,highrisk,consumerstaples,smallsize,0.821028698,16585.24468
31.67212984,8.311551148,SA,medrisk,IT,largesize,0.821113298,55585.55835
49.52964773,9.661201341,TAS,medrisk,consumerstaples,largesize,0.821197878,48626.93786
36.53176695,8.418950542,QLD,lowrisk,consumerstaples,largesize,0.821282438,47798.57524
57.19458175,8.087514787,TAS,lowrisk,energy,smallsize,0.821366978,44497.89989
1,6.690747584,QLD,highrisk,IT,medsize,0.821451498,32981.05823
50.75176308,13.50232419,NSW,lowrisk,energy,medsize,0.821535998,34474.35141
42.93852804,10.55874032,QLD,lowrisk,health,medsize,0.821620478,22384.52189
37.58654772,7.170716391,NT,lowrisk,financials,smallsize,0.821704938,36805.57937
37.25249972,9.385080031,WA,lowrisk,IT,medsize,0.821789378,16974.59664
39.42993027,7.92683678,TAS,lowrisk,consumerstaples,largesize,0.821873798,50771.81194
31.54373804,6.039320133,NSW,medrisk,health,smallsize,0.821958198,50382.18752
1,9.478313539,NSW,highrisk,IT,largesize,0.822042578,60291.3518
40.80138556,8.361901341,NT,lowrisk,health,smallsize,0.822126938,28394.92177
1,8.160003892,TAS,highrisk,IT,largesize,0.822211278,75679.41556
1,6.034986329,TAS,highrisk,consumerstaples,smallsize,0.822295598,36609.60499
39.92672826,6.391282071,SA,medrisk,health,smallsize,0.822379898,22971.60374
38.7623506,9.554412513,QLD,lowrisk,consumerstaples,medsize,0.822464178,39429.69787
35.0680612,5.90562583,NSW,lowrisk,consumerstaples,medsize,0.822548438,31183.2838
36.45061084,5.747837884,SA,lowrisk,IT,largesize,0.822632678,70070.30862
61.97909735,8.183204713,WA,medrisk,financials,smallsize,0.822716898,55857.22588
41.70481532,11.05825343,VIC,lowrisk,health,smallsize,0.822801098,38986.01554
1,7.400500403,VIC,highrisk,financials,medsize,0.822885278,44625.74523
32.21374991,6.614888451,QLD,medrisk,health,largesize,0.822969438,74402.70307
47.19398306,7.720940458,NSW,lowrisk,consumerstaples,largesize,0.823053578,58935.20669
46.92525832,2.255171109,NSW,lowrisk,financials,medsize,0.823137698,45710.64236
50.16386107,5.204947877,WA,lowrisk,IT,medsize,0.823221798,36880.01881
1,8.186154384,VIC,highrisk,energy,smallsize,0.823305878,40353.10209
36.3667613,10.52902085,NSW,medrisk,financials,largesize,0.823389938,82312.17195
1,9.870968276,NT,highrisk,health,largesize,0.823473978,73332.82901
33.98795686,3.069874257,WA,medrisk,health,medsize,0.823557998,32544.91352
42.20567414,13.38421289,TAS,lowrisk,consumerstaples,medsize,0.823641998,28436.48862
30.11096598,8.062527679,SA,lowrisk,health,smallsize,0.823725978,46103.32208
60.37585453,6.698297749,TAS,medrisk,energy,largesize,0.823809938,71711.9873
44.80266272,9.058462077,QLD,medrisk,IT,smallsize,0.823893878,31922.6474
32.20032177,8.616246089,SA,lowrisk,energy,medsize,0.823977798,44936.43924
44.56394487,7.549850864,VIC,lowrisk,financials,medsize,0.824061698,48531.14694
1,7.047510627,TAS,highrisk,financials,medsize,0.824145578,42679.13304
1,6.045286875,TAS,highrisk,consumerstaples,medsize,0.824229438,26510.83076
64.31124326,8.883458426,QLD,lowrisk,consumerstaples,smallsize,0.824313278,54861.13307
1,11.21453501,NSW,highrisk,energy,medsize,0.824397098,39531.32752
38.77584325,5.660052351,NSW,lowrisk,financials,largesize,0.824480898,65500.4968
37.52936374,2.364592286,NSW,medrisk,financials,largesize,0.824564678,68534.8947
1,10.81225883,QLD,highrisk,consumerstaples,medsize,0.824648438,34911.86538
1,7.786860231,SA,highrisk,IT,medsize,0.824732178,56454.40323
1,8.455116762,NT,highrisk,financials,medsize,0.824815898,48631.71286
53.28937786,11.2539216,SA,lowrisk,energy,medsize,0.824899598,36181.99753
1,6.337565229,SA,highrisk,consumerstaples,smallsize,0.824983278,33988.27941
33.68240878,10.49777908,QLD,medrisk,consumerstaples,largesize,0.825066938,63927.13894
1,6.874100478,NT,highrisk,energy,smallsize,0.825150578,23617.2972
30.03189765,8.168605819,QLD,medrisk,energy,smallsize,0.825234198,36028.40611
41.66429852,8.140564053,SA,medrisk,health,largesize,0.825317798,86650.72482
32.22965727,8.179915815,NSW,lowrisk,health,smallsize,0.825401378,31676.37139
40.36128041,8.902411908,NT,lowrisk,health,smallsize,0.825484938,37325.57576
35.57656273,5.255688086,VIC,medrisk,energy,medsize,0.825568478,31132.1317
27.13740406,8.869529376,SA,medrisk,consumerstaples,medsize,0.825651998,33456.58891
30.08695771,7.760776472,NSW,medrisk,IT,largesize,0.825735498,65180.82891
51.1931335,4.669181699,NT,lowrisk,IT,largesize,0.825818978,75655.62971
1,10.35249947,WA,highrisk,energy,medsize,0.825902438,17941.97904
1,6.959439399,VIC,highrisk,health,smallsize,0.825985878,23455.96526
40.5219447,8.69213696,QLD,lowrisk,health,largesize,0.826069298,54147.50216
45.76918542,9.138638365,VIC,medrisk,energy,smallsize,0.826152698,30741.97109
36.25149551,6.054416652,NT,medrisk,financials,largesize,0.826236078,77621.92037
1,7.335375981,NSW,highrisk,health,smallsize,0.826319438,32904.7568
39.25123909,4.501215242,NSW,lowrisk,consumerstaples,medsize,0.826402778,41678.05919
54.59326191,7.583875641,TAS,medrisk,IT,largesize,0.826486098,66120.72765
29.57980752,7.971972595,QLD,lowrisk,IT,medsize,0.826569398,39767.45017
25.79507854,5.095278266,VIC,medrisk,energy,smallsize,0.826652678,43876.1606
1,8.885720184,QLD,highrisk,financials,medsize,0.826735938,19423.40511
1,6.05481387,NSW,highrisk,health,smallsize,0.826819178,39990.57894
32.64708238,9.275852735,VIC,medrisk,energy,smallsize,0.826902398,35645.36245
1,9.947569636,VIC,highrisk,financials,largesize,0.826985598,60163.16654
29.05683746,9.739995855,QLD,medrisk,IT,smallsize,0.827068778,38377.59853
32.1513226,7.603812461,SA,medrisk,energy,medsize,0.827151938,27782.90849
33.25031598,9.833383222,NSW,lowrisk,consumerstaples,medsize,0.827235078,39880.63955
37.16981458,9.812783239,VIC,lowrisk,energy,largesize,0.827318198,74274.48113
56.78058545,9.806127899,NSW,medrisk,IT,largesize,0.827401298,68476.90785
34.60619606,7.370547859,VIC,medrisk,IT,medsize,0.827484378,34324.16192
1,7.691427268,TAS,highrisk,health,smallsize,0.827567438,50109.69754
1,8.922563457,NSW,highrisk,financials,medsize,0.827650478,39557.75634
26.35171048,9.441897016,NSW,lowrisk,energy,medsize,0.827733498,23695.09743
1,6.72113602,NSW,highrisk,financials,smallsize,0.827816498,46386.34345
1,9.169917903,QLD,highrisk,energy,smallsize,0.827899478,8961.126077
35.96125351,3.614296779,NSW,lowrisk,health,smallsize,0.827982438,40515.52625
41.64102008,7.973547039,TAS,lowrisk,financials,medsize,0.828065378,30262.4221
1,9.628761318,SA,highrisk,IT,largesize,0.828148298,67125.95912
49.65557018,11.56060456,NT,lowrisk,financials,largesize,0.828231198,73336.83891
1,9.21467744,QLD,highrisk,IT,smallsize,0.828314078,31708.97933
47.34657094,9.310234271,QLD,lowrisk,health,smallsize,0.828396938,49074.96628
1,10.06122724,NT,highrisk,consumerstaples,smallsize,0.828479778,25969.66462
1,5.422209765,WA,highrisk,consumerstaples,smallsize,0.828562598,45812.11927
44.77240092,9.937180148,NSW,medrisk,financials,largesize,0.828645398,75158.66726
29.65251834,11.3060807,SA,lowrisk,health,smallsize,0.828728178,36698.28061
1,8.165323984,QLD,highrisk,IT,smallsize,0.828810938,20067.1339
1,7.66678169,TAS,highrisk,financials,smallsize,0.828893678,52343.38923
50.16155687,5.469657874,NSW,medrisk,financials,smallsize,0.828976398,43633.84445
43.07661696,8.328665357,NSW,lowrisk,health,largesize,0.829059098,79892.34955
43.8643374,8.147137445,NSW,lowrisk,financials,largesize,0.829141778,80756.18793
41.37697256,7.401169259,WA,lowrisk,consumerstaples,largesize,0.829224438,58272.47939
44.32484848,6.509494415,VIC,lowrisk,financials,medsize,0.829307078,48018.11363
1,7.244676653,TAS,highrisk,consumerstaples,smallsize,0.829389698,48222.30384
1,5.707233396,VIC,highrisk,energy,smallsize,0.829472298,42661.89282
1,8.632317379,SA,highrisk,consumerstaples,smallsize,0.829554878,41902.70062
44.05284824,5.191976344,SA,lowrisk,health,smallsize,0.829637438,24314.19298
1,8.070392831,TAS,highrisk,energy,largesize,0.829719978,81883.17066
39.07104173,8.134774932,WA,lowrisk,energy,smallsize,0.829802498,43860.72733
1,10.28463383,NSW,highrisk,consumerstaples,smallsize,0.829884998,44224.82156
1,8.465493798,SA,highrisk,financials,largesize,0.829967478,76112.99932
43.195172,2.242037224,QLD,highrisk,health,smallsize,0.830049938,34296.15103
42.21517103,11.90373951,QLD,lowrisk,consumerstaples,medsize,0.830132378,13691.2231
59.98285237,8.227173412,QLD,lowrisk,IT,medsize,0.830214798,29895.00534
42.69658849,3.488341424,TAS,lowrisk,health,smallsize,0.830297198,32934.93716
36.19115822,7.051964305,SA,medrisk,health,medsize,0.830379578,28114.65285
30.56340099,10.17688159,WA,medrisk,consumerstaples,medsize,0.830461938,28129.3262
28.87731989,10.93479901,NSW,lowrisk,health,medsize,0.830544278,38443.79663
34.19841123,8.623818821,VIC,medrisk,IT,smallsize,0.830626598,48682.7578
36.62803817,11.49666587,TAS,medrisk,IT,largesize,0.830708898,70712.31056
1,5.381711681,NT,highrisk,IT,smallsize,0.830791178,39439.45423
1,7.263691021,TAS,highrisk,financials,smallsize,0.830873438,42329.18437
44.03223935,8.820833869,NSW,medrisk,financials,smallsize,0.830955678,35081.4842
48.89121567,5.895815624,NT,medrisk,consumerstaples,medsize,0.831037898,35723.20665
32.87601629,8.31400826,TAS,lowrisk,financials,largesize,0.831120098,65475.01684
1,7.505063029,VIC,highrisk,IT,medsize,0.831202278,22763.64138
60.08908977,7.117128156,WA,medrisk,consumerstaples,largesize,0.831284438,65796.1125
45.19841228,11.69726889,NT,lowrisk,IT,smallsize,0.831366578,33548.87081
49.74650727,7.043274704,WA,medrisk,health,largesize,0.831448698,63783.58809
43.96505662,6.180496973,SA,medrisk,IT,smallsize,0.831530798,19904.16087
1,7.716396869,SA,highrisk,energy,smallsize,0.831612878,17823.89376
29.76048665,2.306750375,VIC,medrisk,IT,smallsize,0.831694938,30118.69127
35.06491827,7.771607479,SA,lowrisk,health,medsize,0.831776978,43362.98391
23.2612912,6.598214405,QLD,medrisk,health,medsize,0.831858998,45663.26762
33.719228,9.827467316,NT,medrisk,consumerstaples,medsize,0.831940998,22658.78551
55.14601606,10.11823569,QLD,medrisk,financials,medsize,0.832022978,33001.02071
52.89243976,8.653899357,QLD,lowrisk,financials,medsize,0.832104938,45294.13361
32.86334295,10.46302147,NSW,medrisk,energy,largesize,0.832186878,60187.30994
36.12130826,11.1119033,WA,medrisk,financials,largesize,0.832268798,63156.8893
34.29000935,10.21019917,WA,medrisk,consumerstaples,smallsize,0.832350698,30249.6608
41.18964134,4.56084705,TAS,lowrisk,energy,largesize,0.832432578,69913.00369
1,8.821298221,QLD,highrisk,IT,largesize,0.832514438,64368.96085
26.98016159,8.002311309,VIC,lowrisk,energy,largesize,0.832596278,75723.4901
53.66643288,8.357492351,NSW,medrisk,financials,largesize,0.832678098,74042.80916
47.31301001,5.428756192,NSW,lowrisk,consumerstaples,medsize,0.832759898,26336.14768
41.60501306,1.899211061,NSW,lowrisk,IT,smallsize,0.832841678,34170.35891
1,7.851738648,WA,highrisk,financials,largesize,0.832923438,67610.52468
1,10.47587943,NSW,highrisk,health,largesize,0.833005178,77784.90932
42.94346831,7.807861958,NSW,lowrisk,health,smallsize,0.833086898,49719.4272
1,8.485321098,NT,highrisk,health,smallsize,0.833168598,40166.37988
48.74464038,8.871378718,NSW,medrisk,health,largesize,0.833250278,66285.60551
50.48791972,7.915801686,NT,medrisk,consumerstaples,medsize,0.833331938,45992.66833
40.2008465,8.731100211,SA,lowrisk,health,medsize,0.833413578,47903.30685
47.52991321,6.923318122,TAS,medrisk,health,smallsize,0.833495198,31198.48761
36.73114198,5.467842985,NSW,lowrisk,energy,smallsize,0.833576798,48900.5017
46.80113651,11.4741978,SA,lowrisk,financials,smallsize,0.833658378,40886.0888
43.21439371,7.60372686,TAS,lowrisk,IT,smallsize,0.833739938,42471.56225
47.72807597,8.046894622,SA,medrisk,consumerstaples,largesize,0.833821478,71381.62045
1,6.988397216,NSW,highrisk,financials,smallsize,0.833902998,35711.81347
35.37742731,7.521516363,NT,lowrisk,consumerstaples,medsize,0.833984498,32392.99108
1,6.659507192,SA,highrisk,IT,medsize,0.834065978,42875.61437
1,10.49611123,WA,highrisk,energy,largesize,0.834147438,61966.70107
47.20798985,10.00899224,VIC,lowrisk,health,smallsize,0.834228878,27528.02549
1,9.775649249,TAS,highrisk,consumerstaples,largesize,0.834310298,49898.93706
1,5.28515053,SA,highrisk,financials,largesize,0.834391698,67178.24538
32.58059028,10.63584141,WA,lowrisk,energy,smallsize,0.834473078,33207.75797
46.97047497,6.19400213,WA,medrisk,financials,largesize,0.834554438,79960.99037
48.16441502,9.657548479,WA,lowrisk,IT,medsize,0.834635778,22630.26202
1,7.471754506,NT,highrisk,consumerstaples,medsize,0.834717098,17470.71957
1,10.79353164,VIC,highrisk,IT,largesize,0.834798398,80465.5858
41.6633536,8.704682422,VIC,lowrisk,health,largesize,0.834879678,93163.24012
1,9.337370292,NSW,highrisk,consumerstaples,largesize,0.834960938,70171.53015
1,6.511454815,NSW,highrisk,health,medsize,0.835042178,46068.45114
1,5.633349537,QLD,highrisk,IT,medsize,0.835123398,32768.13762
1,9.012844927,TAS,highrisk,IT,medsize,0.835204598,42962.16201
41.41703229,10.24192284,VIC,lowrisk,IT,largesize,0.835285778,57541.07551
40.16621534,5.273139345,SA,lowrisk,IT,smallsize,0.835366938,27782.01814
23.73720777,9.332722539,NT,medrisk,energy,smallsize,0.835448078,40441.1005
1,7.855297653,SA,highrisk,consumerstaples,smallsize,0.835529198,22528.78967
48.54015526,10.46828686,WA,medrisk,consumerstaples,smallsize,0.835610298,34824.86226
39.98716752,10.96171641,VIC,medrisk,financials,largesize,0.835691378,60044.80365
1,10.49327324,TAS,highrisk,financials,smallsize,0.835772438,43252.73712
41.41943648,6.755262389,TAS,medrisk,health,medsize,0.835853478,45780.69431
1,10.00698176,NSW,highrisk,financials,largesize,0.835934498,79334.6901
30.34156027,7.541454648,WA,medrisk,financials,medsize,0.836015498,32366.09566
29.77560299,9.718152613,SA,lowrisk,consumerstaples,medsize,0.836096478,28571.39491
34.95341466,6.833635728,NT,lowrisk,financials,medsize,0.836177438,42329.50668
1,6.327859198,WA,highrisk,energy,smallsize,0.836258378,35865.5603
55.36621614,8.237191698,TAS,medrisk,health,largesize,0.836339298,75794.752
55.20302696,12.67844069,NSW,lowrisk,health,medsize,0.836420198,45832.15875
42.72810806,6.108111447,QLD,medrisk,financials,medsize,0.836501078,47983.99268
29.85053791,8.492564776,VIC,medrisk,consumerstaples,smallsize,0.836581938,39677.81774
1,9.309586259,NSW,highrisk,health,smallsize,0.836662778,47507.37838
1,5.706492973,SA,highrisk,consumerstaples,medsize,0.836743598,32250.2894
34.11728237,8.591742926,QLD,lowrisk,financials,largesize,0.836824398,71387.11986
36.44409478,8.060537173,WA,medrisk,energy,largesize,0.836905178,82912.21944
1,5.456304919,QLD,highrisk,IT,smallsize,0.836985938,43953.834
42.61107779,8.376054323,VIC,medrisk,energy,medsize,0.837066678,39719.54773
41.52110566,5.641540109,TAS,medrisk,consumerstaples,smallsize,0.837147398,21673.94365
37.1389336,5.292868364,NT,lowrisk,consumerstaples,largesize,0.837228098,54686.59888
1,7.053916231,QLD,highrisk,consumerstaples,largesize,0.837308778,56475.34721
46.70904387,4.80897302,SA,medrisk,health,smallsize,0.837389438,50243.2144
1,9.314554804,QLD,highrisk,consumerstaples,largesize,0.837470078,80435.20943
33.43735335,9.818627757,NT,medrisk,health,medsize,0.837550698,36197.97814
44.97589002,4.060334987,VIC,medrisk,consumerstaples,smallsize,0.837631298,37650.28193
1,8.425641461,NT,highrisk,consumerstaples,smallsize,0.837711878,39016.21796
52.42925889,11.70008773,NSW,lowrisk,consumerstaples,medsize,0.837792438,21464.29734
1,7.975906554,NSW,highrisk,energy,medsize,0.837872978,25415.91572
1,8.787403947,NSW,medrisk,IT,medsize,0.837953498,26334.19171
16.24128119,11.61990411,VIC,lowrisk,consumerstaples,medsize,0.838033998,28820.77786
1,11.02488273,QLD,highrisk,health,largesize,0.838114478,68904.14316
45.2820614,5.875985611,VIC,medrisk,consumerstaples,smallsize,0.838194938,35033.51645
29.42823969,7.00490996,TAS,medrisk,health,smallsize,0.838275378,31507.93965
1,6.309781214,NT,highrisk,consumerstaples,smallsize,0.838355798,44771.001
32.47966858,7.281427719,NSW,medrisk,financials,largesize,0.838436198,69053.0257
55.02344584,9.103325872,NT,medrisk,IT,medsize,0.838516578,22398.00495
36.98375239,9.608338774,WA,medrisk,health,medsize,0.838596938,32839.36015
1,6.760126859,VIC,highrisk,energy,smallsize,0.838677278,9825.140631
49.57468756,9.287815835,VIC,medrisk,IT,largesize,0.838757598,69505.7887
37.84523105,2.660969629,TAS,highrisk,consumerstaples,largesize,0.838837898,56832.51518
53.608696,7.290968577,VIC,lowrisk,financials,smallsize,0.838918178,22844.26373
1,7.007370852,VIC,highrisk,financials,medsize,0.838998438,34345.60572
62.61352942,9.960280156,QLD,lowrisk,consumerstaples,medsize,0.839078678,49021.56764
50.85505817,8.829475215,WA,lowrisk,financials,largesize,0.839158898,71282.96771
35.81576918,8.106111931,TAS,lowrisk,health,smallsize,0.839239098,39016.92552
34.96231153,5.781807174,TAS,medrisk,energy,medsize,0.839319278,47696.00154
1,8.130610589,TAS,highrisk,IT,smallsize,0.839399438,32463.99721
